Id,Category
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,8
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,9
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,3
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,6
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,8
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,5
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,3
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,6
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,8
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,5
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,6
608,0
609,6
610,6
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,7
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,7
631,0
632,0
633,0
634,5
635,4
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,5
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,4
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,8
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,3
978,0
979,0
980,0
981,1
982,1
983,1
984,1
985,1
986,1
987,1
988,1
989,1
990,1
991,1
992,1
993,1
994,1
995,0
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,3
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,1
1048,1
1049,1
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,6
1099,1
1100,1
1101,1
1102,1
1103,1
1104,1
1105,1
1106,1
1107,1
1108,1
1109,1
1110,1
1111,1
1112,1
1113,1
1114,1
1115,8
1116,1
1117,1
1118,1
1119,1
1120,8
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,6
1162,1
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,1
1185,1
1186,8
1187,1
1188,1
1189,1
1190,1
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,4
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,8
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,1
1230,1
1231,1
1232,5
1233,1
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,6
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,8
1268,1
1269,1
1270,1
1271,1
1272,1
1273,1
1274,1
1275,1
1276,1
1277,1
1278,1
1279,1
1280,1
1281,1
1282,1
1283,1
1284,1
1285,1
1286,1
1287,1
1288,1
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,8
1298,1
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,8
1311,1
1312,1
1313,1
1314,1
1315,1
1316,1
1317,1
1318,1
1319,1
1320,1
1321,1
1322,1
1323,1
1324,1
1325,1
1326,1
1327,1
1328,1
1329,2
1330,1
1331,1
1332,1
1333,1
1334,1
1335,2
1336,1
1337,1
1338,1
1339,1
1340,1
1341,1
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,1
1383,1
1384,1
1385,8
1386,1
1387,1
1388,1
1389,8
1390,1
1391,1
1392,1
1393,1
1394,1
1395,1
1396,1
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,1
1408,1
1409,1
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,1
1420,1
1421,1
1422,2
1423,1
1424,1
1425,1
1426,1
1427,8
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1435,1
1436,1
1437,1
1438,1
1439,1
1440,1
1441,1
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,8
1459,0
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,5
1467,2
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,1
1475,1
1476,1
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,1
1484,1
1485,1
1486,8
1487,1
1488,1
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,1
1510,1
1511,1
1512,1
1513,1
1514,1
1515,1
1516,1
1517,1
1518,1
1519,1
1520,1
1521,1
1522,1
1523,1
1524,1
1525,1
1526,1
1527,1
1528,1
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,1
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,1
1567,1
1568,1
1569,1
1570,1
1571,1
1572,1
1573,1
1574,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,1
1591,1
1592,1
1593,1
1594,1
1595,1
1596,1
1597,1
1598,1
1599,1
1600,1
1601,8
1602,1
1603,1
1604,1
1605,1
1606,1
1607,1
1608,1
1609,1
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,8
1627,1
1628,1
1629,1
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,8
1638,1
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1646,1
1647,1
1648,1
1649,1
1650,1
1651,1
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,1
1667,4
1668,3
1669,1
1670,1
1671,1
1672,1
1673,1
1674,1
1675,8
1676,1
1677,1
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,1
1686,1
1687,1
1688,1
1689,1
1690,1
1691,1
1692,1
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,1
1714,1
1715,1
1716,1
1717,1
1718,1
1719,1
1720,1
1721,1
1722,1
1723,1
1724,1
1725,1
1726,9
1727,1
1728,1
1729,1
1730,1
1731,1
1732,1
1733,1
1734,1
1735,1
1736,8
1737,1
1738,1
1739,1
1740,1
1741,1
1742,8
1743,1
1744,1
1745,1
1746,1
1747,1
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,1
1759,1
1760,1
1761,1
1762,1
1763,1
1764,1
1765,1
1766,1
1767,1
1768,1
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,1
1789,1
1790,1
1791,1
1792,1
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,1
1804,8
1805,1
1806,1
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1819,1
1820,1
1821,1
1822,1
1823,1
1824,1
1825,1
1826,1
1827,1
1828,1
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,1
1840,1
1841,1
1842,1
1843,1
1844,1
1845,1
1846,1
1847,1
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1854,1
1855,1
1856,1
1857,1
1858,1
1859,1
1860,1
1861,1
1862,1
1863,1
1864,1
1865,1
1866,1
1867,8
1868,1
1869,1
1870,1
1871,1
1872,1
1873,1
1874,1
1875,1
1876,1
1877,1
1878,1
1879,1
1880,1
1881,1
1882,1
1883,1
1884,1
1885,1
1886,1
1887,1
1888,1
1889,1
1890,1
1891,1
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,1
1903,1
1904,1
1905,1
1906,1
1907,1
1908,1
1909,1
1910,1
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,1
1919,1
1920,1
1921,1
1922,1
1923,1
1924,1
1925,1
1926,1
1927,1
1928,1
1929,1
1930,1
1931,1
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,1
1944,1
1945,1
1946,1
1947,1
1948,1
1949,1
1950,1
1951,1
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1958,1
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,1
1969,1
1970,1
1971,1
1972,1
1973,1
1974,1
1975,1
1976,1
1977,1
1978,1
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,1
1986,1
1987,1
1988,1
1989,1
1990,1
1991,1
1992,1
1993,1
1994,1
1995,1
1996,1
1997,1
1998,1
1999,1
2000,8
2001,1
2002,1
2003,1
2004,1
2005,1
2006,1
2007,8
2008,1
2009,1
2010,1
2011,8
2012,1
2013,1
2014,1
2015,1
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2022,1
2023,1
2024,1
2025,1
2026,1
2027,1
2028,1
2029,1
2030,1
2031,1
2032,1
2033,1
2034,1
2035,1
2036,1
2037,1
2038,1
2039,1
2040,1
2041,1
2042,1
2043,1
2044,1
2045,1
2046,1
2047,1
2048,1
2049,1
2050,1
2051,1
2052,1
2053,1
2054,1
2055,1
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,1
2067,1
2068,8
2069,1
2070,1
2071,7
2072,1
2073,1
2074,1
2075,1
2076,1
2077,1
2078,1
2079,1
2080,1
2081,1
2082,1
2083,1
2084,1
2085,1
2086,1
2087,1
2088,1
2089,1
2090,1
2091,1
2092,1
2093,1
2094,1
2095,1
2096,1
2097,1
2098,1
2099,1
2100,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,1
2111,1
2112,1
2113,1
2114,1
2115,1
2116,2
2117,2
2118,3
2119,2
2120,2
2121,2
2122,2
2123,2
2124,2
2125,8
2126,2
2127,9
2128,3
2129,2
2130,2
2131,2
2132,2
2133,2
2134,2
2135,2
2136,2
2137,2
2138,2
2139,2
2140,2
2141,2
2142,2
2143,6
2144,2
2145,2
2146,2
2147,2
2148,2
2149,2
2150,3
2151,7
2152,2
2153,2
2154,7
2155,2
2156,2
2157,2
2158,2
2159,2
2160,2
2161,8
2162,2
2163,0
2164,2
2165,8
2166,2
2167,2
2168,2
2169,2
2170,2
2171,2
2172,2
2173,2
2174,6
2175,2
2176,2
2177,8
2178,2
2179,2
2180,2
2181,2
2182,7
2183,8
2184,2
2185,2
2186,2
2187,2
2188,2
2189,2
2190,1
2191,8
2192,2
2193,2
2194,8
2195,2
2196,8
2197,8
2198,2
2199,2
2200,2
2201,2
2202,2
2203,2
2204,2
2205,8
2206,2
2207,2
2208,2
2209,2
2210,2
2211,2
2212,2
2213,2
2214,2
2215,2
2216,2
2217,2
2218,1
2219,2
2220,2
2221,2
2222,8
2223,8
2224,2
2225,2
2226,3
2227,2
2228,2
2229,2
2230,2
2231,2
2232,2
2233,2
2234,9
2235,2
2236,2
2237,3
2238,2
2239,2
2240,2
2241,2
2242,2
2243,2
2244,2
2245,2
2246,2
2247,2
2248,2
2249,2
2250,2
2251,2
2252,2
2253,2
2254,2
2255,2
2256,2
2257,8
2258,2
2259,2
2260,2
2261,2
2262,2
2263,6
2264,2
2265,2
2266,2
2267,2
2268,2
2269,2
2270,2
2271,2
2272,2
2273,8
2274,2
2275,2
2276,7
2277,2
2278,1
2279,2
2280,1
2281,2
2282,2
2283,3
2284,2
2285,2
2286,2
2287,2
2288,2
2289,8
2290,2
2291,2
2292,2
2293,2
2294,2
2295,2
2296,2
2297,6
2298,2
2299,2
2300,8
2301,2
2302,2
2303,2
2304,2
2305,2
2306,2
2307,1
2308,8
2309,4
2310,2
2311,2
2312,7
2313,2
2314,2
2315,2
2316,2
2317,2
2318,8
2319,2
2320,2
2321,2
2322,2
2323,2
2324,2
2325,2
2326,2
2327,2
2328,2
2329,2
2330,2
2331,2
2332,2
2333,2
2334,2
2335,8
2336,2
2337,2
2338,2
2339,2
2340,2
2341,0
2342,2
2343,2
2344,2
2345,2
2346,2
2347,2
2348,2
2349,8
2350,2
2351,2
2352,2
2353,2
2354,3
2355,2
2356,2
2357,6
2358,8
2359,2
2360,2
2361,2
2362,2
2363,2
2364,2
2365,8
2366,2
2367,2
2368,2
2369,2
2370,2
2371,2
2372,2
2373,2
2374,2
2375,8
2376,2
2377,2
2378,2
2379,2
2380,1
2381,2
2382,2
2383,2
2384,2
2385,0
2386,8
2387,2
2388,6
2389,2
2390,2
2391,2
2392,2
2393,2
2394,2
2395,2
2396,2
2397,2
2398,8
2399,2
2400,2
2401,7
2402,2
2403,2
2404,2
2405,2
2406,2
2407,2
2408,2
2409,2
2410,2
2411,2
2412,3
2413,2
2414,2
2415,2
2416,8
2417,2
2418,2
2419,2
2420,2
2421,2
2422,2
2423,2
2424,2
2425,2
2426,2
2427,2
2428,2
2429,2
2430,7
2431,2
2432,2
2433,2
2434,2
2435,2
2436,2
2437,2
2438,2
2439,2
2440,3
2441,2
2442,2
2443,2
2444,2
2445,8
2446,2
2447,2
2448,2
2449,2
2450,1
2451,2
2452,2
2453,2
2454,2
2455,2
2456,2
2457,2
2458,2
2459,2
2460,2
2461,2
2462,2
2463,2
2464,2
2465,2
2466,2
2467,3
2468,2
2469,2
2470,2
2471,2
2472,2
2473,2
2474,2
2475,2
2476,2
2477,1
2478,2
2479,2
2480,2
2481,2
2482,3
2483,7
2484,2
2485,8
2486,2
2487,2
2488,2
2489,8
2490,2
2491,3
2492,1
2493,2
2494,2
2495,2
2496,2
2497,2
2498,2
2499,2
2500,3
2501,2
2502,2
2503,2
2504,2
2505,2
2506,2
2507,2
2508,2
2509,2
2510,7
2511,8
2512,2
2513,0
2514,4
2515,2
2516,2
2517,2
2518,2
2519,2
2520,0
2521,2
2522,2
2523,2
2524,2
2525,2
2526,2
2527,2
2528,2
2529,2
2530,8
2531,2
2532,2
2533,1
2534,2
2535,2
2536,2
2537,2
2538,2
2539,2
2540,2
2541,2
2542,2
2543,2
2544,2
2545,2
2546,2
2547,2
2548,2
2549,2
2550,6
2551,4
2552,8
2553,2
2554,2
2555,2
2556,6
2557,2
2558,2
2559,9
2560,2
2561,2
2562,2
2563,2
2564,2
2565,7
2566,2
2567,6
2568,2
2569,2
2570,2
2571,2
2572,8
2573,2
2574,2
2575,2
2576,2
2577,2
2578,2
2579,2
2580,0
2581,2
2582,8
2583,2
2584,2
2585,8
2586,2
2587,2
2588,2
2589,2
2590,5
2591,2
2592,2
2593,2
2594,2
2595,2
2596,2
2597,2
2598,2
2599,2
2600,2
2601,2
2602,4
2603,2
2604,2
2605,2
2606,2
2607,2
2608,2
2609,2
2610,2
2611,2
2612,2
2613,2
2614,2
2615,2
2616,2
2617,2
2618,2
2619,2
2620,2
2621,1
2622,2
2623,8
2624,2
2625,6
2626,2
2627,2
2628,2
2629,2
2630,2
2631,3
2632,2
2633,8
2634,2
2635,3
2636,8
2637,8
2638,2
2639,2
2640,2
2641,2
2642,3
2643,2
2644,3
2645,8
2646,2
2647,2
2648,2
2649,2
2650,2
2651,2
2652,2
2653,2
2654,2
2655,2
2656,2
2657,2
2658,2
2659,2
2660,2
2661,2
2662,2
2663,2
2664,2
2665,2
2666,8
2667,2
2668,2
2669,2
2670,2
2671,2
2672,2
2673,2
2674,2
2675,2
2676,2
2677,2
2678,2
2679,2
2680,2
2681,4
2682,2
2683,2
2684,2
2685,2
2686,2
2687,2
2688,2
2689,2
2690,2
2691,2
2692,2
2693,2
2694,2
2695,2
2696,2
2697,2
2698,2
2699,3
2700,8
2701,2
2702,2
2703,2
2704,2
2705,2
2706,8
2707,2
2708,2
2709,2
2710,2
2711,2
2712,2
2713,2
2714,2
2715,2
2716,2
2717,2
2718,2
2719,2
2720,2
2721,2
2722,2
2723,2
2724,2
2725,2
2726,2
2727,2
2728,2
2729,2
2730,2
2731,2
2732,2
2733,2
2734,2
2735,2
2736,2
2737,2
2738,2
2739,2
2740,2
2741,2
2742,2
2743,6
2744,5
2745,2
2746,2
2747,2
2748,2
2749,2
2750,2
2751,2
2752,2
2753,2
2754,2
2755,6
2756,2
2757,2
2758,2
2759,2
2760,2
2761,2
2762,2
2763,2
2764,2
2765,2
2766,2
2767,2
2768,2
2769,2
2770,2
2771,2
2772,2
2773,2
2774,2
2775,2
2776,2
2777,2
2778,2
2779,2
2780,2
2781,2
2782,2
2783,2
2784,6
2785,2
2786,2
2787,2
2788,2
2789,2
2790,0
2791,2
2792,2
2793,2
2794,6
2795,2
2796,2
2797,2
2798,2
2799,2
2800,2
2801,2
2802,2
2803,2
2804,2
2805,2
2806,6
2807,2
2808,2
2809,2
2810,2
2811,2
2812,2
2813,2
2814,2
2815,2
2816,2
2817,2
2818,2
2819,6
2820,2
2821,8
2822,2
2823,2
2824,4
2825,6
2826,2
2827,2
2828,2
2829,2
2830,2
2831,8
2832,6
2833,2
2834,2
2835,2
2836,2
2837,2
2838,2
2839,2
2840,2
2841,2
2842,2
2843,2
2844,2
2845,2
2846,2
2847,2
2848,2
2849,2
2850,2
2851,2
2852,2
2853,2
2854,2
2855,5
2856,2
2857,2
2858,2
2859,2
2860,2
2861,2
2862,2
2863,2
2864,2
2865,2
2866,2
2867,2
2868,2
2869,2
2870,2
2871,2
2872,2
2873,2
2874,2
2875,2
2876,2
2877,2
2878,2
2879,2
2880,2
2881,2
2882,2
2883,2
2884,2
2885,2
2886,2
2887,2
2888,2
2889,2
2890,2
2891,2
2892,2
2893,9
2894,2
2895,2
2896,2
2897,2
2898,7
2899,2
2900,2
2901,2
2902,2
2903,8
2904,2
2905,2
2906,2
2907,2
2908,2
2909,2
2910,2
2911,2
2912,2
2913,3
2914,3
2915,2
2916,2
2917,2
2918,2
2919,2
2920,2
2921,2
2922,2
2923,2
2924,2
2925,2
2926,2
2927,2
2928,2
2929,2
2930,2
2931,2
2932,2
2933,2
2934,2
2935,9
2936,2
2937,9
2938,2
2939,2
2940,4
2941,2
2942,2
2943,2
2944,2
2945,2
2946,2
2947,2
2948,2
2949,2
2950,2
2951,6
2952,2
2953,2
2954,8
2955,1
2956,2
2957,1
2958,2
2959,8
2960,1
2961,2
2962,2
2963,9
2964,2
2965,2
2966,2
2967,2
2968,4
2969,2
2970,2
2971,4
2972,2
2973,2
2974,2
2975,2
2976,2
2977,2
2978,2
2979,2
2980,2
2981,2
2982,3
2983,2
2984,2
2985,2
2986,9
2987,4
2988,2
2989,2
2990,2
2991,2
2992,2
2993,2
2994,2
2995,2
2996,2
2997,2
